date,GPP.daily,GPP.daily.lower,GPP.daily.upper,ER.daily,ER.daily.lower,ER.daily.upper,K600.daily,K600.daily.lower,K600.daily.upper,warnings,errors
2022-03-18,1.4575663507146481,-0.27304160196705185,3.188174303396348,1.0798437586141363,-1.8209159262156338,3.9806034434439064,1.3624613676182602,0.16084260253573834,2.564080132700782,overall warnings,
2022-03-19,0.47234876446859475,-1.2321071571205238,2.176804686057713,1.5355567641133328,-2.3849909654657675,5.4561044936924326,2.43937986691932,-0.25383678393276377,5.132596517771404,overall warnings,
2022-03-20,2.9401635396768815,1.2313462703954063,4.648980808958356,-2.9471925177464406,-5.723686402373135,-0.17069863311974665,2.5339416597530056,0.0068136925691062444,5.061069626936905,overall warnings,
2022-03-21,2.097634552370038,0.45334309564421016,3.7419260090958657,-0.6251206436304889,-3.311410373062918,2.0611690858019402,1.5975457586390616,0.1531448755061049,3.041946641772018,overall warnings,
2022-03-22,2.071855533428292,0.42575252526222407,3.71795854159436,-1.014635808881073,-3.7939258018581112,1.7646541840959653,3.139224941230813,-0.41183802677946746,6.690287909241093,overall warnings,
2022-03-23,1.2778589930623334,-0.38843053454978826,2.944148520674455,-0.2394726709534227,-3.0861404507888492,2.607195108882004,3.080865976792027,-0.22100647772808246,6.382738431312136,overall warnings,
2022-03-24,0.6182843900325558,-1.1292720409121295,2.365840820977241,0.5809299669416248,-2.636111196087509,3.7979711299707586,2.584840476797127,-0.38179393455383304,5.551474888148087,overall warnings,
2022-03-25,1.8217216001014211,0.04515321794697047,3.5982899822558716,0.5970210843943916,-2.4017010992388674,3.595743268027651,3.5687361643009368,0.4278560233817976,6.7096163052200755,overall warnings,
2022-03-26,0.6060192421957984,-1.118497889429864,2.330536373821461,2.056331736378298,-1.698494998902642,5.811158471659239,2.7591683873228208,-0.09513054297928125,5.613467317624923,overall warnings,
2022-03-27,1.4100872949222651,-0.25602544626566615,3.0762000361101967,1.0992998757254318,-2.594221795242791,4.792821546693654,2.7237709829253016,-0.0476334671643146,5.495175433014918,overall warnings,
2022-03-28,3.4221119233676762,1.751980975522225,5.092242871213127,-3.298780483017875,-6.209529214589347,-0.3880317514464027,1.5921941297379434,0.04030586162485972,3.144082397851027,overall warnings,
2022-03-29,3.380537053984065,1.6545655339502077,5.106508574017923,-2.09669557467644,-4.892830990476952,0.6994398411240716,1.8478777447721988,0.2530092191237059,3.4427462704206917,overall warnings,
2022-03-30,2.035480313116625,0.2893259212934616,3.781634704939788,-0.05152753214325174,-3.029328874297054,2.9262738100105503,1.51761065647771,0.04299619838237656,2.992225114573044,overall warnings,
2022-03-31,1.155531375326945,-0.6156550361218638,2.926717786775754,1.5019379324762998,-1.8299880371958805,4.83386390214848,1.4717088155815323,0.12158717520425055,2.821830455958814,overall warnings,
2022-04-01,1.7042317574229395,-0.03521413962627329,3.443677654472152,0.35337007208479304,-3.3145058543117085,4.0212459984812945,1.983344263521188,-0.0027728103767941104,3.96946133741917,overall warnings,
2022-04-02,1.1113049048712311,-0.6542232120743068,2.8768330218167693,0.6592424462950356,-2.74097115241169,4.059456045001761,1.4955321439541738,0.0824419910293328,2.908622296879015,overall warnings,
2022-04-03,4.319685229855287,2.6415231047162804,5.997847354994293,-4.058340270024359,-7.045760600016173,-1.0709199400325438,1.6073924966250175,0.21842809171459376,2.9963569015354414,overall warnings,
2022-04-04,4.016823969222478,2.4064455761546375,5.627202362290318,-2.8754919517657345,-5.527132122284666,-0.2238517812468035,0.9382223576783998,0.1401926029945073,1.7362521123622923,overall warnings,
2022-04-05,4.420652731057895,2.6247971397732757,6.216508322342514,-2.538329256952585,-5.50583439411619,0.4291758802110195,0.8680301561961496,0.15327917362886023,1.5827811387634392,overall warnings,
2022-04-06,2.371638729461433,0.5534551044125744,4.189822354510292,-0.6931991078860882,-3.9035031748858238,2.517104959113647,1.2199134584905886,0.05485042514659888,2.3849764918345784,overall warnings,
2022-04-07,2.5050645332278485,0.7010408077811427,4.309088258674555,-0.9789392006602423,-4.443518522148024,2.485640120827539,1.2530739419998485,0.0714373944215485,2.4347104895781486,overall warnings,
2022-04-08,3.2643951901265127,1.4586865487234422,5.070103831529583,-3.4343144302158897,-6.342272074947244,-0.526356785484535,0.665212252112181,0.11121326556340738,1.2192112386609546,overall warnings,
2022-04-09,3.9139666273577705,2.1795115009583617,5.648421753757179,-4.773872353330197,-7.530764472900987,-2.0169802337594063,1.8255622738291744,0.21848637301239116,3.4326381746459576,overall warnings,
